name,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Gabon,Gabon,Africa,https://public.flourish.studio/country-flags/svg/ga.svg,1696430402,1946939619,2091971271,2219423267,2320505871,2513881414,2627207303,2735320899,2803944654,3030584989,3293619830,3631503426,4043205905,4454902662,6214014316,7406490804,10045078184.81212,8781197290,6669389058,6701028992,6872102051,7222258279,6998547355,7391042735,7946028914,7760652085,7698287661,6378336009,7197655800,7812717801,8218372647,8720720961,8451237981,8784770737,9110927738,9564091413,9910794415,10479512210.80236,10843972206.24321,9875321072,9689372095,9896262806,9871617829,10093465659.44062,10163064451.25383,10435048720.84432,10142180902.03935,10751534086.71228,10395827037.77266,10409376035.56518,11147389066.63466,11937934403.37885,12564804521.26145,13273296028.57934,13846034032.37112,14383107762.69518,14683922149.30883,14753324537.17274,14876945089.69213,15460241661.12592,15176119359.55329,15398898313.83727,15866657481.12826,16254737015,16804782297.45743
Gambia,"Gambia, The",Africa,https://public.flourish.studio/country-flags/svg/gm.svg,,,,,,,253504725.7,253504725.7,277780702,284546114.5,302056645.8,301857659.9,302587264.3,330577582.5,350011556.3,393389990.3,422308976.5,436834615,464427038.9,458258597.2,486991776,503169126.7,499321982.9,553664331.6,573237790.3,568581582.3,591842657,606368444.3,633514510,670864763.6,694740031.2,716325876.5,740528298.6,762833761.7,764011164.8,770748583.8,787886530.3,826492963.3,855420206.2,910167091.3,960226283.3,1015919410,982902027.7,1050427393,1124482525,1098037739,1091937250,1125167625,1195557049,1275249586,1350595614,1240786190,1305822858,1343336129,1324430252,1378176609,1404959537,1472715274,1579264609,1677527292,1687449653,1776141480,1873704901,1963596061,2076438382
Georgia,Georgia,Asia,https://public.flourish.studio/country-flags/svg/ge.svg,5243159136,5498288150,5779416530,6022260625,6349244544,7019638204,7548614493,8020635559,8378001666,8778177254,9836129833,10079213236.64861,10365106122.07283,11037028854.09198,12009362469.62331,12895704865.71064,13682282556.98846,14625580176.34389,15712196494.77266,16870286034.55748,17642345727.74736,18571497605.37607,18943381710,19758250884.97557,20830721461.67762,21860010300.47705,20072807510.21445,20330036656,21459462455.79416,19915715325.77563,16970422995.72821,13389689057.06212,7377748823,5216056134,4673678615,4795034189,5332200118,5893190455,6075968328,6250184305,6365211521,6671206250,7036389740,7814405535,8267069270,9059975320,9913559156,11160245709.65894,11430503827.91152,11013204447,11701134202.52533,12629541567.43158,13460417765.69571,14151325572.13758,14730184213.84937,15223796148.83962,15749049874.53438,16561685511.09827,17565660917,18510819818.49567,17346401920.56995,19192793472.26803,21296041913.21442,22963990777.45481,25129167228.27079
Germany,Germany,Europe,https://public.flourish.studio/country-flags/svg/de.svg,917491579543.0112,956929400595.9576,1001172753513.006,1028557795839.0356,1096848581197.3156,1154369120212.9844,1186832072458.7576,1182912482567.6191,1249969106699.3396,1342693099411.295,1411212669065.765,1455421725512.683,1518009827083.5046,1590532547529.8147,1604689380040.1345,1590780912797.4526,1669512771062.191,1725395004279.309,1777303390150.4817,1851067937956.2285,1877146313525.6333,1887080933422.3696,1879629968244.5056,1909185460624.5808,1963080770679.3503,2008780018732.096,2054727633073.7249,2083538029650.8872,2160779694267.3047,2244975592505.0625,2362949196757.727,2483654820996.9014,2533680204795.8223,2509019802317.839,2574193723152.509,2612945784189.3403,2640072233042.605,2689040748577.0947,2745407382812.4854,2803887763789.209,2884562511081.1064,2931769559083.269,2925076029437.793,2909575202980.567,2943395181479.307,2969464751855.6694,3083959477646.307,3173089211903.535,3201977118076.656,3024422218192.6807,3.14984E+12,3268207907175.7563,3283708733632.983,3296391224293.451,3367906395564.592,3423568450957.029,3502129441295.122,3597248136567.344,3637409365502.5537,3673343090742.6274,3522914639711.917,3652205602904.356,3702230996915.748,3692366831839.5664,3683559545240.287
Ghana,Ghana,Africa,https://public.flourish.studio/country-flags/svg/gh.svg,7662648270,7925452127,8251121525,8614663811,8804989947,8925530160,8545455169,8808259025,8840749198,9371740063,10282998639.47802,10819372656.71405,10550223948.34064,10854554040.87064,11598364183.58218,10156498575.72139,9797955609,10020771627.33085,10870125777.31914,10596748481.78349,10646732914.48021,10273770733,9562450763,9126045611,9915226744,10420072142,10961828435.43306,11487437024.24624,12133969366.58247,12751087602.04064,13175548086.44198,13871457663.39822,14409589638.71825,15108454815.99555,15607033785.56247,16248860403.86843,16996707892.19166,17709950508.41398,18542387390.01186,19358251846.53557,20074507180.66225,20877487493.60001,21816974338.74298,22951457033.39624,24236738625.14902,25666707129.52505,27309353954.69892,28496442170,31103809332.79097,32610629348.51928,35186775129.04174,40129504915.34574,43858655296.91982,47065830437.53103,48410143589.68263,49436806230.48395,51104539956.39973,55258774289,58684861220.50872,62503939827,62825173619,66014472471.14653,68526224001.22167,70678009792.10498,74695964607.75696
Greece,Greece,Europe,https://public.flourish.studio/country-flags/svg/gr.svg,41539985362,47024857985.32052,47196410446.54852,52786762334.88946,57753826340.22188,63972764697.31052,68127476784,71989954837.57544,77175907942.29608,86100274027.80432,93789528052.50072,101143730558.39784,111420086907.78735,120436622701.81262,112682623197.71803,119856909405.25616,128069383417.52452,131835905144.40845,141389873865.79245,146030402056.1922,147019219771.83887,144734950884.6496,143095614240.29657,141552152406.14288,144398172998.39972,148021926593.79205,148788176908.3804,145427255498.99564,151662975130.37057,157426168113.85797,157426168113.85797,162306378863.08734,163442524062.29587,160827443641.5658,164043992268.73032,167488456016.04807,169803934634.0751,175921772178.5915,181968090540.6341,186806231970.7616,194535950663.83127,203582678904.89893,213116735217.2416,225470734593.33368,237596249349.01407,240408216059.14185,255898673342.6994,264872706550.75937,265024939553.21524,254107830646.2205,239639588360.14072,215970916413.20383,197978089510.0934,193479795684.27625,195012591113.5868,194567373678.09912,194505511433.34344,197370820217.6916,201445880434.66968,206033167050.89474,187085880047.7379,203277223532.87143,214952753800.8996,219965719527.07407,224962760462.6844
Grenada,Grenada,Americas,https://public.flourish.studio/country-flags/svg/gd.svg,,,,,,,,,,,,,,,,,,294935712.4,310689415,328094495.4,326339898.6,331346564.4,345012163.5,357544988.7,370303857.7,392446947.6,420680655.4,458951763,472567905.8,490372992.1,510049757.2,517116730.2,512715297.5,502672150.4,511185185,522070746.5,545241471.6,572588028.2,639887179.2,684028916,717463922,702943169.4,727105600.4,795918681.2,790765503.2,895749020.7,859960907,912620191.3,921267656.7,860341634.6,855944031.1,862490064.7,852529700.2,872573509.1,936638937.8,997007407.4,1034291536,1080200383,1127312678,1134939081,978809798.8,1024691294,1099706286,1151169921,1193683309
Guatemala,Guatemala,Americas,https://public.flourish.studio/country-flags/svg/gt.svg,7658203960,7987393263,8269867526,9058899220,9478597335,9892031886,10437290969.78663,10866490704.11772,11819051088.40805,12378908785.00158,13085482489.16689,13816143712.70078,14829288663.13135,15835134746.57993,16844629321.83409,17173098047.53961,18441720416.31235,19881875061.55781,20875310689,21859259292.01496,22681162667,22827877721.06515,22022033318.52065,21455606483.66546,21562175998.88585,21430789261,21461445918.20849,22222035978.88745,23087003632.58661,23997229418.24624,24741758621.33521,25646873696.84507,26887756349.93152,27943674018.85427,29070849593.37561,30509434394.76896,31411836309.05912,32782677099.52283,34419689195.07439,35743836043.63674,37033784161.04561,37897624902.34763,39352623520.96043,40360199305.37068,41626668794.45416,42990369672.51105,45290955363.83853,48161368706.88547,49747574944.11241,49984820187,51426470088.66666,53567820416.33839,55161306960.20937,57199417424,59741346853.42075,62186064758,63851284899.34492,65817809509.17043,68060138996.40318,70794725915.27773,69530649310,75122098203.59502,78265595990.35306,81030842139.56163,83989978802.22249
Guinea,Guinea,Africa,https://public.flourish.studio/country-flags/svg/gn.svg,,,,,,,,,,,1942094537,2046303804,2093679410,2126493372,2238138977,2302528458,2484966268,2401643613,2564865665,2533885660,2599801856,2615653814,2662735707,2697351587,2735114764,2871868604,2961299742,3059020822,3251987426,3382179962,3528427546,3620640283,3739069519,3927673590,4083606124,4271765349,4462353367,4693574824,4864614381,5050053677,5176459579,5365832406,5642956694,5713414722,5847115330,6022369313,6094011546,6509469022,6778506429,6702408066,7025019106,7419271030,7858142150,8168199850,8470141696,8794201743,9745789528,10749606370.46786,11433119224,12075307752,12643401588.69853,13349198344.07296,13879482945.93801,14648645956.27032,15479007958.41734
Guinea-Bissau,Guinea-Bissau,Africa,https://public.flourish.studio/country-flags/svg/gw.svg,,,,,,,,,,,309755918.8,297641465.6,316615695,320129789.8,334725278.5,360986432.5,378831635.5,351669142.1,397829386.3,405762678.6,341032772.5,402989997.5,419915908.4,405645958.9,442597153.8,461037932.8,457377994.1,470641955.9,492291485.9,522321266.6,554182863.8,582446190,588853097.9,601219012.9,620458021.5,647758174.4,722898122.7,769886500.6,597079878,697478986.5,705153195.4,738901627.4,765900620.3,763710672.6,772660533.2,823345295.7,845299838.6,866938047.6,906163311.1,928345745.5,980382895.4,1059647261,1041496885,1075408773,1085781367,1152384167,1214989491,1271652706,1319485332,1392924526,1422567560,1497072636,1580686198,1651243277,1730725641
Guyana,Guyana,Americas,https://public.flourish.studio/country-flags/svg/gy.svg,1555849244,1628811172,1646808327,1444602377,1608713286,1778288056,1871350740,1952073734,1972079124,2110013963,2199804697,2268281337,2193027226,2220324260,2391352284,2594211213,2634081990,2564577004,2518255902,2472028373,2514890619,2552517555,2215837057,2065328835,1961468862,2008537592,1990448658,2008350685,1934171588,1839074818,1782661480,1890652727,2037327406,2203881071,2391925530,2512273985,2712138382,2879766586,2831412296,2915226398,2875468427,2941015353,2974326086,2955521641,3001726851,2943164433,3094137271,3316643991,3374858506,3496741807,3641452425,3830671453,4032790344,4180123674,4250621228,4279840194,4442793237,4608708975,4813377726,5071030136,7275896377,8735441013,14268000638.32202,19089873040.05577,27369534584.27217
Haiti,Haiti,Americas,https://public.flourish.studio/country-flags/svg/ht.svg,6694501129,6498219675,7010771683,6878072319,6764765888,6911006452,6871213789,6725703043,6939689176,7204226192,7251136778,7721038032,7796480893,8167228672,8639285436,8736283401,9473523980,9824816122,10434825547.20726,11223742331.10569,12051458301,11707665179.61609,11290433820.89546,11392971447.75376,11427254839.77361,11496233326.07386,11439039014.79418,11348253230.33823,11370998175.37954,11039712740.23372,11154318515.46344,11364080464,10760655413.91196,10176750400.45737,8960564686,9847455168,10255215964.95981,10532590219.79543,10762394521,11054082104.34425,11150259169.23753,11112041891.95784,11228920585.93165,11619774577.79602,11466642593,11818917734,12027964912.68035,12594064682.47833,12928818990.66362,13690375422.77199,12916662277,13575181302.27336,13643386325.96643,14233433331,14644604839.58919,14849629308.60248,15118774099.59281,15498296353.59773,15756778637.99762,15485274058.24296,14973407477.25606,14704149691.21039,14456828250.62944,14187369712.67641,13595808327.37811
Honduras,Honduras,Americas,https://public.flourish.studio/country-flags/svg/hn.svg,2488221555,2534394470,2680498409,2776471958,2926863604,3191368848,3362867976,3563884850,3799036503,3823936864,3962620383,4120927211,4358387600,4701386276,4643670096,4742611928,5240619049,5784799119,6129932487,6473817206,6512618292,6433031815,6299568220,6356623024,6758825363,7139092751,7519661681,8018843592,8158855312,8381416559,8615404668,8329432815,8835336566,9409255133,9429193673,10012795187,10200112185.86602,10669121816.63883,11052168152.49259,10970862757.51328,11770779974.65865,12091321063.13335,12545270107.72574,13115708313,13933118990.72639,14776156180.00187,15746542343.93338,16720989901.63154,17428555328.71768,17004757718.28425,17639229093.96674,18315815357.18605,19072018181.90709,19604424966.41019,20203944075.62803,20979791685.41604,21796529142.77322,22852116284.63561,23730778960.53815,24338200129.36719,22156260474,24940257609.68918,25973672631.77656,26902451582.39207,27858556649.76366
Hungary,Hungary,Europe,https://public.flourish.studio/country-flags/svg/hu.svg,20802988700,21780729169,23109353648.30111,24426586806.25427,25574636386.14828,36420945624.83868,39116095601.07673,42049802771.15746,44110243106.94434,47153849881.32342,49370080825.74577,52431025836.94184,55629318412.99503,59467741383.49189,62976338125.11776,66880871088.87511,69288582448.07498,74554514714.12843,77834913361.55006,79936456022.31178,80096328934,82392486406.87686,84733329898.02144,85345922955.25009,87614458283,87392734576.82994,88734168329.23854,92328993221.30644,92268736418.14967,92948226295.60529,89698143067.40387,79031203241.51338,76609544644.90651,76168190532.28012,78412984829.32611,79580966214.79642,79661529391.28702,82033753398.23235,85190500943.98744,87819529312.33008,91691821698.80936,95416367494,99929623991.07944,103865629649.02284,109020611056.08064,113708806061.09167,118182032745.55013,118574815857.97343,119752782052.74576,111681245651.52129,112873946275.58723,115037411549.87444,113496503293.0166,115802945078.18652,120822254244.72984,125244126623.28944,128298381762.59216,133589642960.17224,141078862882.1647,148241697677.30377,141809897486.43076,152052706989.44467,158545886039.5541,157210091224.02408,158015487624.86212
Iceland,Iceland,Europe,https://public.flourish.studio/country-flags/svg/is.svg,2370633619,2368874988,2565841580,2829636122,3109258337,3336121643,3628054270,3582329882,3385363291,3466260284,3724778935,4211266267,4471410267,4775734886,5048252272,5080871813,5383659634,5858621017,6211117520,6513014004,6887376883,7181123997,7335846073,7178040161,7474429927,7720551044,8204671437,8905837716,8897846863,8920842447,9025160130,9004986592,8701167877,8815453321,9133590508,9144238786,9561867469,10113741400.80023,10858455907.41575,11296586996,11859726688.01181,12335716527.30913,12404737216.92168,12670532079.10932,13659137605,14495683162.89637,15411374456.74416,16714384607.12468,17083688335.52938,15774427002.51575,15327572990.17872,15610486136,15776524979.79252,16494745014.51859,16773046832.35767,17517210519.09116,18621440663.20594,19402600562.86602,20351227271.30693,20729999825.04456,19291243916.13074,20262250570.20425,22081592142.81244,23328420812.23568,23448996816.29596
India,India,Asia,https://public.flourish.studio/country-flags/svg/in.svg,136368119594.47772,141444753584.22437,145590679986.91803,154317899661.71527,165819135753.59573,161448524536.39844,161359197052.85663,1.73987E+11,179881668161.50583,191645390152.6201,2.01529E+11,204839964083.5592,203706581888.4176,210419775347.3589,212913957231.5456,232395396987.3911,236260373289.53583,253400507185.4853,267876092471.36777,253844253326.1435,270942749191.35767,287216122417.7137,297198988654.3625,318861504646.3476,331044366862.9199,348438428459.1604,365081813582.13855,379558605848.7108,416101684459.11847,440848680243.3604,465242841648.5103,470159674247.95593,495935689518.46814,519496484311.5415,554089360749.6437,596058814154.2157,641058406947.1089,667020123972.2142,708271422053.2161,770923380745.0967,800534479623.6102,839151992864.8115,871073127580.0902,9.39543E+11,1013982178697.2437,1094324353140.5232,1182534912713.8003,1273126725479.641,1.31242E+12,1415605643155.6904,1535897931732.1433,1616399198833.9155,1704596203504.3164,1813453530766.6265,1947834564908.948,2103588360044.9392,2277267041550.362,2432016068497.7515,2588974770244.5674,2689205295885.3105,2533830417086.541,2779348258938.7666,2990839011962.461,3265719695911.2417,3477476264134.1064
Indonesia,Indonesia,Asia,https://public.flourish.studio/country-flags/svg/id.svg,52777607845,55807383384.86401,56835342943.08848,55563919278.96674,57525157909.78946,58147343958.19149,59770437997.50032,60595510800.81837,67209619010.99755,71794859672,77218698920.05592,82642538168.07594,88458625142.26434,95627290482.53703,102928121319.27748,108051163593.77489,115492177179.31024,125610822865.74684,134110994997.81796,143933699325.67035,158154460398.84564,170691612499.01672,174526106274.39264,181843928959.4678,194528502792.72488,199318073804.8204,211028100540.4776,221423191492.7692,234222555729.35065,251687564195.6608,269915108912.60745,2.88572E+11,307321553097.3141,327286415428.63043,351963716551.4943,380895160093.94543,410674256276.2191,429975448805.3725,373533751956.0545,376488874892.8463,3.95012E+11,409404526219.8422,427825582126.1614,448277224148.7533,470829486219.8977,4.97632E+11,525006275302.5234,558318040161.8921,591893632243.0667,619291626017.3827,657835433773.5177,698422460479.1974,740537688618.4141,781691320690.6993,820828013230.5875,860854232686.2137,904181621780.3884,950021694164.0009,999178586309.0206,1049330233997.452,1027656193885.376,1065709127396.8616,1122268412650.202,1178932006499.499,1238236350136.5583
Iran,"Iran, Islamic Rep.",Asia,https://public.flourish.studio/country-flags/svg/ir.svg,50350548202.74193,55582432557.78053,59978596070.59434,64202333927.26099,69643628268.64362,81507915872.76039,90883288325.82053,101110205808.44728,115674304556.6428,133623091839.00108,148224891000.3953,1.68534E+11,192969825709.8168,207330025746.5824,219357345962.9414,218641766675.08075,258566705735.05728,251395157266.7943,219113865436.2133,192774712987.11865,151136050943.16977,142526151688.0669,175551236248.12097,195014104732.13617,181090389202.4929,184472523734.2104,166422061469.43127,166135636307.77048,156031272523.13968,165599290646.8348,188112392401.36865,212033043458.9376,219025854894.64792,215803959419.1937,212138990732.03592,217232542412.20392,231027951541.11453,234147751320.8057,239018052131.59286,243804857658.01508,258056537599.9297,264229695673.4188,285576361691.9237,310248155725.93744,323702581958.88446,334028060129.5156,3.50729E+11,3.79333E+11,380285006930.5263,384115942807.7662,4.06387E+11,417138595177.3304,401507697046.1511,395396833390.86847,415106476157.81946,409191686496.6768,445262288195.34033,457544871772.72784,449135162389.1416,435344072056.5437,449842285446.3413,471073841462.0306,488864564083.0748,513527244543.9248,529138474367.29913
Iraq,Iraq,Asia,https://public.flourish.studio/country-flags/svg/iq.svg,7007485325,7520837448,7867047599,8059609508,9254568662,10250719342.41674,10759449895.17185,9806505272,11719960412.04952,12100177780.92442,12650053064.67056,13329936812.08799,13827850446.63009,14438869357.75292,16765457417.89925,18859574485.22083,22098725966.93145,22518592787.00632,26359581201.66724,31860629533.67175,39747322739.97826,39457673064.89677,40812640889.32317,35477076845.74784,34950156507.43323,35458295526.75838,37106251927.41998,40559093083,40551371874.04799,39286763062.09291,62001516291.87776,22291338827.25784,29556579056.32273,38509216455.90195,39993566700.07582,40841438911.75324,45342486348.24414,54972294638.12174,74213129683.86073,87259924322.44627,101916218527.39894,103716679377.55531,95208069161,60307856288.93028,92503535427,94053181141.55042,99356180856.47755,101232561440.96877,109562085020.28496,113264515567.21156,120516349622.45114,129611081238.51411,147674239072.7668,158939252263.83365,162537141323.7745,166774104959.10168,189767872908.4262,186314571374.74243,191221819559.37823,201765390224.3961,177479307669.5691,180145367592.77167,194483223959.19727,195490074355.08728,192469260104.18936
Ireland,Ireland,Europe,https://public.flourish.studio/country-flags/svg/ie.svg,24135304212.39505,25345971888.17084,26161210988.54215,27402464757.36365,28439911537.14586,28989783006.90564,29248688585.06703,30940931207.30664,33491679547.17246,35455583097.22369,36398889273.23879,37661889496.51714,40106073852.62764,41999654024.57511,43788935190.79436,46265920023,46911240715.59855,50763263747.32287,54411482149.87994,56083566025.95609,57810564161.22894,59732889690.93282,61096872065.82474,60947611496.95496,63601496993.23032,65563994971.20906,65283164433.31796,68327377193.78084,71892299777.15033,76072060854.55357,82512722626.70158,84104920354,86916779429,89257108591.43544,94394592357.75217,103488966795.56552,111126062334.74142,123374112119.93428,134189242520.80284,148319214946.61136,162266448874.27472,170876017448.13092,180956619890.10028,186410359135.08533,199064153314.9934,210490003080.35672,220988938813.32712,232723709424.9889,222288216395.02103,210960893946.4956,214511307293.4678,218048113963.8952,217178188158.0193,2.21939E+11,242659427539.8312,302391428540.03467,306088582542.90826,336849347914.7991,362262415222.6563,380522433254.0951,407759843938.0389,474043708271.9634,514903922090.30566,486429697154.2137,492370629886.0278
Israel,Israel,Asia,https://public.flourish.studio/country-flags/svg/il.svg,18583908318.37868,20666029079.06099,22764895216.68725,25199765384.38818,27199917741,29647352059.92744,29623738826.30725,30510977644,35466555950.51615,40277843295.75696,43221080449.69193,47954251678.72649,53779040920.74741,56783925431.85683,60461344100.39645,62421996170.91769,62623309265.03133,63271647907.30788,66786442968.08344,70932422328.02876,72117307131,75968318465.97726,77550358895.83475,80155353982.68445,80903374864.26733,84169395855.36804,87696215124.73412,93957471741.58746,96691649504,97247381690.72198,104361221372.81525,112424289466.17764,121147589381.96053,126134940469.3704,135504048695.07144,144451278945.4001,152886422507.18115,158409209239.4324,164922938836.4495,170360909595.31735,184981435200.17056,185495549157.59427,185246850387.6645,187931184126.9566,196666032830.42328,205295323130.84427,216795201343.2636,230503919634.2612,237930977208.3464,2.40876E+11,254206817526.8849,2.68236E+11,274800159647.1412,2.86028E+11,296827610046.1462,303469434072.2956,317003511449.30994,330783435889.18915,344027669320.1315,356792803355.8527,349579824803.2078,382399686301.5488,406350386042.2791,413772459124.1372,417380424316.46967
Italy,Italy,Europe,https://public.flourish.studio/country-flags/svg/it.svg,488503132607.6223,528595785997.58026,5.61388E+11,5.9288E+11,609467389164.0321,629384928005.3947,667052320830.9226,714937421885.9109,761726892208.1749,808177455097.5427,851095738477.4819,866569577728.8606,898550204800.5089,9.6258E+11,1015522894585.8834,994296811886.4211,1065144288779.702,1092417317092.5018,1127813165153.7043,1195021350830.476,1.23601E+12,1246445522983.0728,1251600643353.4844,1266234400973.1667,1307081253663.8054,1343654508026.336,1.38208E+12,1426198182881.341,1486018315011.8115,1536370314479.6184,1566879170825.762,1590984785699.9248,1604257980661.4949,1590576776647.7273,1624790459614.848,1671695507214.017,1694189587392.1016,1726814955886.6377,1757973143577.8845,1787471784895.836,1856863206512.5508,1894119928193.336,1899232719747.264,1900496731461.6208,1928510465814.1624,1943213635518.5024,1978181374737.879,2007108163772.4785,1986572667176.0232,1881181927615.2864,1.90995E+12,1923230167272.6128,1863124632394.2476,1829252558793.3413,1829227175768.2915,1845428048839.1008,1868241619489.5056,1898202609462.0833,1913894038926.8315,1922107755078.161,1751650987235.4285,1908092024820.8289,2000084512919.557,2014392567519.0928,2029012875282.156
Jamaica,Jamaica,Americas,https://public.flourish.studio/country-flags/svg/jm.svg,,,,,,,7024390231,7151436058,7562224001,7983793326,8946990810,9166914416,10817743266.84572,10224334976.48436,9791921133,9766844781,9113028254,8876312907,8871546299,8777504243,8275943672,8494382902,8670151359,8835671346,8699394740,8443316262,8602269136,9277577786,9646296747,10338254971.19184,10772517001.50427,11293717093.77086,11514570531.64606,12598909448.77081,12773201477.34111,13073366225,13058497727.79264,12909570801.27483,12608189958.69875,12740282670.46904,12852231986.31488,13025085453.92845,13285234306.15734,13772313188.76739,13954620755.26718,14079346867.54671,14487524781.64028,14694979477.56182,14575694935.60286,13942336992.75751,13739176618.33194,13976916069.88124,13891148675.61419,13963061209.32543,14059381527.32122,14188936918.00358,14384066451.10099,14527493294.98654,14802051831.05481,14934129304.13775,13452615521.98608,14071627468.55046,14806380290.26348,15192036607.51445,15082835198.34066
Japan,Japan,Asia,https://public.flourish.studio/country-flags/svg/jp.svg,595545661031.1553,667270419543.7761,7.26717E+11,7.88297E+11,880343907381.4891,931577351068.6864,1030683781033.3492,1144905624564.994,1292397726863.4482,1453661751929.2405,1459462598521.5244,1528042629882.779,1656605218634.6743,1789673689005.641,1767745894179.628,1822397100508.493,1894837095325.1487,1978026847418.6697,2082307265730.272,2196501867256.9849,2258390310743.417,2354611841484.4326,2431837052476.439,2520117566447.531,2631276932032.132,2767045767160.483,2858193572217.925,2991067029860.739,3190321043522.5327,3347469412117.9097,3509518031563.096,3633170889060.565,3665890719857.3296,3649056226895.5454,3688589488079.233,3785636263361.9287,3904273220109.605,3942583070732.4585,3892499235707.6113,3879501014656.816,3986755544463.816,4002148544212.8975,4003827945767.197,4065291729517.4526,4154163710039.301,4.2291E+12,4287138774362.2417,4350758602405.5376,4297492743392.882,4052826324003.773,4218907820178.5728,4219912322040.099,4277925608846.495,4363702302793.3657,4376627829634.976,4.44493E+12,4478437728050.465,4553466417290.111,4582763011478.553,4.56433E+12,4374056271824.005,4492005937826.882,4534320578755.848,4601203385713.695,4.60505E+12
Jordan,Jordan,Asia,https://public.flourish.studio/country-flags/svg/jo.svg,,,,,,,,,,,,,,,,,5730509541,6206050653,7117071955,8597629976,9559261689,11201420243.30173,11988425688,11722313981.06732,12225399096,11894464001.84353,12549210740.17518,12840763337.81146,13028517103.55888,11630658934.52256,11598569492.04353,11785136086.30043,13476276723.01409,14080955882.28106,14780987323.05631,15697537788.50389,16025148664.36208,16555336763.01925,17054012095.80954,17632063087.41816,18380669691.80221,19349323186.58601,20468450874.83256,21320279753.99248,23146833797.58944,25032512559,27058387611.46847,29270727368.86562,31384186979.02703,32960837542,33723826288.35368,34646908078.41634,35488605512,36414839440.07433,37647146046.47379,38587017887.32394,39356512808.34938,40330034782.84851,41103996749.73656,41823826702.47795,41362613665.93588,42874683401,44009762839.50163,45279041100.77377,46405988481.47286
Kazakhstan,Kazakhstan,Asia,https://public.flourish.studio/country-flags/svg/kz.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95326487410,84840573793.24881,80344023383.11043,72952373230.23083,63760374204.44969,58532023519,58824683637.73923,59824703259.28381,58688033897.70153,60272610811.67297,66179326673,75113535772.26105,82474662277.64851,90144805869.74825,98798707234.47772,108382181835.45816,119979075291.8522,130657212992.8199,134968901021.85852,136588527833.3498,146559490369.6892,157404892659.15942,164960327499.37427,174857947143.91092,182201980933.86447,184388404706.0417,186416677156.15195,194059760924.35168,202016211108.85693,211106940610.6117,205829267103.1996,214679925583.06857,221549683201.09848,232848717044.3545,244025455462.48407
Kenya,Kenya,Africa,https://public.flourish.studio/country-flags/svg/ke.svg,6102055404,5627642874,6159869250,6700603529,7033252800,7174557472,8231266933,8507938914,9187101300,9918323314,9456581037,11553473095.78738,13527086974.84455,14324722508.41528,14907110911.90454,15038621917.71771,15362548495.59966,16814892774.07254,17977221151.89117,19346227179,20428063600.00613,21198925607.93655,21518282813.06005,21799967946.11545,22182604684,23136581311.96962,24797222251.14125,26269459979.37079,27899002871.23891,29207563408.67216,30431959354.31197,30869676465.34091,30622875266.94837,30731034422.16913,31540116338.60715,32929842156.66722,34295389782.36062,34458259247.35218,35592009621.63997,36412543752.26833,36630908098.82642,38015522174,38223413680.26955,39344305939.17866,41352557259.21791,43795114731.97824,46629751036.75181,49824229272.69778,49939962360.03431,51591446859.56896,55748929986.10617,58603891851.29504,61281315911.57938,63608687382.87635,66801914096.61855,70120446897,73074983895.09532,75879571212.38853,80165208728.39555,84264984851.35486,84035138346.85896,90413816676.97952,94807911027.62498,100075318170.78622,104575203135.65572
Kiribati,Kiribati,Oceania,https://public.flourish.studio/country-flags/svg/ki.svg,,,,,,,,,,,84746574.87,82805827.44,92808131.36,112214202.9,163050326.5,171764420.4,125786121.2,119984073.3,121255416.8,107207983.8,106050817.6,112543454.7,111316560,100432091.6,114410719.7,99262600.1,96815058.72,98066619.85,119685813.3,110957795.2,103872769,98005324.57,121486648.8,121360309.2,123842438.9,127250840.7,127184610.8,128681742.9,134398138.5,129137483.7,137844792,133510773.7,135442881.5,133309023.7,132497214.9,134209649.1,141962852.6,146299931.1,141933271.4,142695170.9,144444545.1,149158821,157815491.5,170016083.9,172164513.7,191559398.7,205137195.3,212828030.4,220233253.4,227422300.1,224083588,243085288.9,254185355.5,260926378.7,274669108.2
