name,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Canada,Canada,Americas,https://public.flourish.studio/country-flags/svg/ca.svg,2.76386E+11,285128514178.80115,306307396491.07654,322533846696.2572,344001699477.7979,365732975014.49567,390455390791.7001,402424491586.36847,422579012939.5052,443991228283.5052,456950058304.5559,475314173273.54407,501549947377.3273,535297444515.9711,553271533661.5924,561821810346.3892,594909046618.0829,6.15938E+11,638949349984.2545,662751487920.7844,677180908099.1456,700307077507.4059,678134303427.6152,6.9551E+11,736534953603.5106,771429628794.3186,787795360513.5452,819874511601.3656,856037856338.1569,876046283888.8218,877824201198.4496,859468413488.4094,867121689041.9779,890167242138.0953,930171796810.6592,955122057479.2483,9.71254E+11,1012824977387.9498,1052253104641.384,1106349473970.8052,1163199675162.5083,1185010810251.648,1220552310378.309,1242600185731.7275,1281025904587.3833,1322152656986.389,1357030300367.7915,1384848127424.161,1398632992945.7705,1357861635362.9355,1.39983E+12,1443745913580.6897,1469093201732.3865,1503261570451.9695,1546457292263.215,1.55651E+12,1572673952924.2463,1620386284360.0276,1664832887873.7107,1696605090551.8445,1611126165625.026,1706996679677.691,1.7785E+12,1805692180594.6223,1833284621684.464
Cape Verde,Cayman Islands,Americas,https://public.flourish.studio/country-flags/svg/ky.svg,,,,,,,,,,,,,,,,,,,,,188081994.5,203977861.7,209740297.6,229709146.5,238399665.3,259002370.9,266439508.5,277920556.7,294587049.3,311372470.2,313527702.9,317930092.6,352704163.8,383418741.3,456968584.4,521911297.4,581130092,645742611.6,726572059.8,808112687.7,923550525.3,944160982.6,993737848.2,1035238918,1140802982,1219660509,1317035160,1516838455,1623608885,1599196517,1628564468,1692481035,1710821580,1721636311,1733630380,1749857620,1824764035,1907814791,1978536809,2116002111,1675762034,1793627261,2077803747,2189821145,2349062343
Central African Republic,Central African Republic,Africa,https://public.flourish.studio/country-flags/svg/cf.svg,980371513.7,1028934744,990722163.7,983717651.5,1004182172,1013697588,1020233745,1067946130,1082941303,1159738546,1186793864,1200207037,1200196629,1222867623,1300385612,1305652006,1376581800,1428977737,1446257442,1410605203,1347429290,1326618708,1428977737,1312851667,1437332673,1493779883,1547227017,1470809662,1495962938,1525542171,1492780725,1484532469,1389164943,1393822475,1462119071,1567392310,1504695161,1584443042,1658914120,1718634612,1675850365,1750672710,1813986527,1716076873,1818953694,1835473623,1923045638,2011650636,2052972574,2229266676,2332499968,2430339369,2553162919,1624016454,1625333053,1695825714,1776382809,1856804601,1927167164,1986909346,2004791530,2024497026,2033686257,2047921418,2079451881
Chad,Chad,Africa,https://public.flourish.studio/country-flags/svg/td.svg,2436524901,2470581274,2603007299,2561373394,2497058855,2512196720,2466799004,2485724320,2474359119,2644627446,2693808432,2633261683,2663534083,2440306408,2561390814,2792178974,2875407275,2939661840,2925856183,2298520793,2159513824,2182035784,2298700706,2659107502,2713589927,3304956434,3170059101,3094332460,3573408122,3747959643,3591352184,3897879020,4209765601,3548418285,3908117459,3956443259,4044057628,4272684072,4569703120,4538498892,4498574578,5023024460,5449540006,6251803140,8354245265,9802247644,9751126740,10175906505,10492210537.56243,10351773939.82097,11779737898.14072,12316138912.17242,13431079587.14732,13808137253.39745,14092996497.40637,14559599499.50111,13958298468.91312,13731058253.28305,14519374209.21051,15301773406.82219,15239205317.88359,15284005406.16525,17255124959,17965596410.35908,18622140346.83154
Chile,Chile,Americas,https://public.flourish.studio/country-flags/svg/cl.svg,26275664125.06738,27725978494.51686,28815827040.36473,30454488579.46913,31204014436.88869,31413343022,35014387052,36270742031.79896,37566955711.06588,39108395437.06412,39771076474.11111,43577595609.55633,43267163670.36584,41087469485.98656,41600890292.23749,36494895964.08749,37810425597.67273,42025983481.55804,45399335593.86507,49229142623.60102,53252287646,56830116589.32629,50293481314.10229,47811382482.57954,49716049397.14838,51482161643.76122,54265063038.90363,57921900186.39146,62179629421,68620417335.99245,71089876109.55374,76603750426.18642,85414661278.39171,91125130549,95751374590.68324,104613573720.41884,112056685779.9006,120339623825.5982,125370887065.11276,125027832953.90868,131243743563.3974,1.35383E+11,139719269577.32013,146318553366.96793,156084225513.95547,165194933117.6293,175189211415.66748,184243394522.92725,191225100461.15848,189087132632.6044,200151851762.2254,212609096429.35544,225695909224.9596,233163076995.03665,237342873662.27084,2.4245E+11,246700604515.85983,250050047209.6192,260027117802.78525,2.61677E+11,2.45601E+11,273390120031.2801,279278925615.6918,280734996501.05096,2.88159E+11
China,China,Asia,https://public.flourish.studio/country-flags/svg/cn.svg,161023131028.20328,117112123190.55128,110577266727.99934,121966725197.00124,144140275830.2789,168572052589.0892,186524976187.15936,175762485053.60327,168556223190.17267,197109647391.94836,235151809332.0941,251753527067.49896,261345336449.32416,281625734559.99554,2.88131E+11,313256337433.3651,308338212930.4824,331679415653.5874,369245353260.87225,397275966892.7183,428399142252.56366,4.50302E+11,491096319836.96014,543778042482.38696,626609364483.7007,710797305027.1782,7.74308E+11,864345705902.9962,961347723725.3008,1001785223303.9668,1041271896195.659,1138752669458.4963,1301589870245.1252,1482889338698.6912,1676743149158.2769,1861735071148.1128,2047465483836.5544,2237626840759.8687,2414864610327.8623,2601702759078.625,2825096197799.5435,3059936242478.576,3342778183071.4604,3681006926650.738,4053944733453.6616,4518455387849.413,5091154930758.422,5811552614974.091,6373544042638.006,6972829250985.097,7711689202853.286,8441318020902.426,9104482675356.355,9812695262900.889,10544908798423.977,11280814787468.914,12045152668727.28,12875216222853.414,13745158275136.672,14579283528148.377,14920466234565.322,16199162892908.637,16706875253648.482,17611526369126.55,18488114837769.33
Colombia,Colombia,Americas,https://public.flourish.studio/country-flags/svg/co.svg,30607351920.84865,32165026473.27682,33905762200.13804,35020145447.63533,37179817268.79789,38518294925.19547,40535396289.08755,42211479864.70947,44715936774.11517,47444734555.51779,50390007345.54115,53393618595.52477,57488453984.91028,61353376858.80008,64878592920.43333,66385888256.79827,69524857841.27905,72416052846.12187,78549620712.74222,82774898275.66206,86158201122.73006,88119913722,88955661300.65604,90355784303.22916,93383320875.49118,96284839824.19162,101892542204.38264,107363083659.42552,111726505380.41553,115540955654.07402,120488417446.26054,122900122761.67143,127871346008.23782,134757742185.31168,142593449287.22223,150011784497.79172,153095808839.25287,158347444690.97076,159249683235.26254,152554802278.4996,157016818928.93045,159651401476.81937,163649041384.44662,170061255792.91068,179130660092.78265,187780451739.37625,200393418124.05515,213896316785.0228,220919487240.84888,2.23437E+11,233479933032.17307,2.49702E+11,259471791121.2877,272793056063.57016,285066097496.8143,293492370193.1661,299618678572.19135,303691577641.58325,311479214511.79504,321405606655.8417,298309675728.0929,330530695024.8858,354752900899.01965,3.5728E+11,363510345114.5805
Comoros,Comoros,Africa,https://public.flourish.studio/country-flags/svg/km.svg,,,,,,,,,,,,,,,,,,,,,339631220.1,352757725.4,375275369.3,393368903.1,409537545,418874840.4,426697797.9,433686186.9,445340980.2,431177994.7,453130285.7,428681019.7,465251719.4,479237471.3,453949149.9,470337651.4,464262352,482972838.2,489167041.1,498580614.3,552666034.1,565559219.3,578708159.3,590883436.1,602226387.9,619314850,635707838.3,640793770.2,666198751.7,709414590.6,743473997.7,787250881.8,836931448.8,911646575,947161529.4,966029599.8,992887430.5,1048451293,1091014284,1130604685,1175888998,1207941362,1241985921,1280048597,1323426672
"Congo, Dem. Rep.","Congo, Dem. Rep.",Africa,https://public.flourish.studio/country-flags/svg/cd.svg,19168015351.98063,17088021918.36858,20710801757,21790660916.87783,21258920074.32574,21470945657.20399,22925706424.34854,22699718873,23683229243.63885,25892599199.97818,25829147683.17789,27380192668.20185,27421573863.06737,29652942980.97284,30581253826.71314,29057808604.28621,27515128940.79996,27724462281.24003,26242508947.85867,26355374898.52202,26933852428.25328,27566939113.86691,27440771406.06667,27828153788.09394,29370132388.43986,29507540832.11329,30899473397,31726232824.15076,31875467102.20901,31471907548.35798,29404734879,26928547011.70255,24101047269.13859,20854865032.24021,20041525962.68704,20181816409.89879,19975321586,18853298464.02315,18547091854.44341,17755104912.17899,16528062516.72624,16180944606.21326,16657920857.69244,17587070083.91553,18772152630.07126,19923852569.06538,20983996692.92369,22297485299.99422,23685703159.34899,24361945146,26093586500.16988,27887434695.45829,29863789011.15778,32396822644.97686,35464895084.47871,37917706497.17928,38827503534.07561,40274584268.02103,42619016590.65932,44487659679.01878,45259708653.51162,48065880294.85036,52355494715.78992,56862826231.04639,60658948871
"Congo, Rep.","Congo, Rep.",Africa,https://public.flourish.studio/country-flags/svg/cg.svg,1260529281,1365792637,1436845387,1378950570,1431582304,1484213966,1504384173,1536221035,1653455074,1778266547,1891337095,2037973138,2213596510,2395801821,2584723272,2784563655,2810078243,2558479911,2721192761,2988229522,3515251773,4134629380,5110306815,5409462277,5786833455,5718221236,5325863974,5335949917,5430196849,5571375261,5627089213,5761878676,5912375954,5854453400,5532863840,5753366412,6000213536,5962723473,6185583409,6025859314,6482377235,6728876234,7037184600,7094415494,7341062187,7910417276,8542162056,7977183901,8480255109,9467126892,10407332392.12998,10636909752.52592,11694979455.24724,11611660392.46819,12383378937,12434793867,11354801748.82188,10719526284.71658,10472514332.32728,10590275024.73799,9926500702,10027261669.79953,10175199489.76386,10369226733,10636718190.04862
Costa Rica,Costa Rica,Americas,https://public.flourish.studio/country-flags/svg/cr.svg,4791476273,4881521363,5147192861,5502293756,5703625343,6170782350,6600843859,6973799849,7564711134,7980149936,8578911307,9160433275,9909577643,10673498640.68406,11265333465.84765,11501913472.59185,12136538956.01437,13217233964.22798,14045648795.95741,14739380800.27134,14850205526.98734,14514345035.84136,13456892436,13842162284,14952872322,15060772507.64072,15894574652.58093,16651876951.56911,17223393910.03135,18199267197.63224,18845898693.26133,19272881732.31998,21046199572.80553,22539888605.23894,23558472567.31234,24537080455,24868443787.40703,26230280995.25324,28107138541.49537,29291801356.65818,30425018574,31487207663.31441,32563086627.96177,33968893647.73022,35471881179.01851,36882479548,39584746492,42836685662.15067,44866362740.56557,44474474828.89537,46858459461.26026,48921712048.61185,51310359848.06535,52590433317.55121,54453244250.79626,56441920820.55385,58814921621.35179,61260269007.55138,62862779082.62916,64382494195.83929,61631202097.75812,66522107766,69549856033,73105190307.94867,76264229553.51802
Cote d'Ivoire,Cote d'Ivoire,Africa,https://public.flourish.studio/country-flags/svg/ci.svg,5492745890,6038315905,6112405708,6998115047,8230699197,7974752908,8898018736,9307163144,10475049116.16278,11474286967.67769,12664747894.41666,13862407213.56633,14449705424.80707,15307901973.38078,15970333193.06885,17288346643.97997,19521378206.89739,20949261442.04948,23234711409.58378,23791045073.33344,21184094378.32199,21925643370.81165,21969674962.35164,21112804814.63004,20542492760,21467156206.37128,22166845697.29201,22089489409.93384,22340532915,22999132930,22747083497.32281,22756392780.30659,22700739607.15169,22657044066.13417,22840839521.07457,24468419439.15664,26359663691.90483,28903065478.58599,30135465005.63324,30487103687.18044,30406072178.22677,29751121585.55429,28938759334.22415,27571152176.35631,28449303912.45405,28732677632,29541668752.63691,29867049486.22313,31295490700.86229,32423167866.68183,34643522418.93564,32783010325.34712,35281210700.94253,39077544167.60543,42739891584.48621,45815005169.26511,49101205369,52739979047.06548,55294253263.74377,59010785540.98569,59423700880.66153,63620992438.48181,67692661917.01774,72059148622.08966,76346667965.11862
Croatia,Croatia,Europe,https://public.flourish.studio/country-flags/svg/hr.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46596559830.55561,36769964789.46423,32462991993.15426,29857647988.74629,31610433644.60592,33746817537.67362,35808404184.00439,38017063244.94421,38873085038.31928,38543171372.88865,39678365282.26958,40912852422.32365,43287159653.99493,45697550022,47603359433.30769,49663193223.05776,52186811454,54821664179.83181,55900878029.59454,52091816697.59985,51396869395.51825,51346628209.01885,50189405844.87556,50126443322.46659,49847163744.59294,51005200669.69412,52770556703.12524,54501936568.98788,56085044234.07373,57823926882.85658,53017808755.29977,59714859477.62009,64066840476.84637,66182676637.34528,68707509494
Cuba,Cuba,Americas,https://public.flourish.studio/country-flags/svg/cu.svg,,,,,,,,,,,23120654813.22687,25105299224.96137,26317053148.53033,27220909321.88341,27488896946.33303,30093861942.67969,31727344869.41604,34490638879,36765640923.64333,37165718488.94898,35363388173.54069,42325850268.88739,46100569046.77153,48595287844.25877,52448756410.02177,53286192380.62875,53336975926.04974,52055729737.86222,53984675578.24871,54351816305,52749217702.76086,47108903626.70748,41653408481.76058,35456139102.31799,35710334910.44604,36587809678.54665,39455836484.95618,40554060118.10768,40618600303.84386,43132386084.36462,45683563279,47138598430.46162,47810239203.23084,49623557376.22501,52487103646.41536,58366528662.69827,65408954114.94661,70159041951.11572,73047369064,74107509498.14774,75878940053.32104,78005296225.14456,80357078126.46217,82564971264.27293,83429902609.35301,87132800000,87579654548.89073,89164663930.97014,91169039693,91020354637.14745,81054459000,82070633423.42491,83527427215.72987,81915873064,
Cyprus,Cyprus,Asia,https://public.flourish.studio/country-flags/svg/cy.svg,,,,,,,,,,,,,,,,3097709457,3725500306,4335066701,4672222324,5135032548,5430463536,5567148219,5902385684,6231867577,6777647958,7108569382,7371867258,7892708170,8575173112,9256678609,9942043048,10015564575.14621,10957027546.68853,11033726793.00158,11684716530.45454,12661847363.65095,12819935779.52168,13158501394.56596,13962602013,14660446535.50608,15534986805.80305,16149016881.40932,16750240728.32414,17189649730.22754,18053648327.35315,18929789645.95493,19822098963.13884,20832674395.66864,21592439785.33291,21157334409.90383,21640286747.10517,21730464390.33802,20981332378.09438,19599191826.14076,19251098679.03462,19909278416.85751,21218032913,22438246417.15143,23845497750.30078,25246562822.68208,24433464399.39249,27215993570.02989,29176869929.23159,29983292283.17472,31017134702.05326
Czech Republic,Czech Republic,Europe,https://public.flourish.studio/country-flags/svg/cz.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122972963913.46498,108689725030.7802,108139165550.88203,108206108282.01152,111354158852.66788,118281953160.12556,123212636052.80573,122478487836.03636,121996963423.8064,123678521512.35104,128638858401.09229,132391536300.24594,134395228572.19225,138831395778.17758,145406922288.08865,154676655549.65408,164921158024.5988,173973393346.00668,178518044754.2488,169952170270.61893,174565802522.07935,177659773382.5381,176290606021.5464,176216894659.90887,180173337874.85367,189107698561.9188,193988322685.05768,204024435232.9208,209798950825.42007,217279912681.72952,205753475017.5395,214043320221.16748,220137498830.72992,220015846842.1269,222480870567.08063
Denmark,Denmark,Europe,https://public.flourish.studio/country-flags/svg/dk.svg,80238063131.30937,85356314760.10074,90193305330.74106,90767855837.52696,99181979992.30836,103699971910.59895,106542294923.76036,112813620772.67476,119416599036.83084,127535877471.20644,129902945560.35684,134031029529.87949,139120989452.46863,145686794687.83676,144281984443.38644,142247753418.63464,150773233048.03857,153766730433.02768,157483262378.60217,163866531123.8688,162635188845.17493,161430084232.0868,167713124648.91882,172165579296.73508,179636437842.04025,187096889700.13608,195952945326.29327,196860120910.6608,197397452813.5044,198773654972.47372,202073829844.96347,205020430124.2209,209167606432.29828,209002572327.36816,220068623481.0561,226754355587.31345,233320596409.06384,240713316196.95377,246313036680.16183,2.53622E+11,263066798869.21347,265566018286.99127,266778406880.1501,267955142440.5162,275394519880.79333,281892753289.0308,292651155542.9094,295540131122.48987,294307201413.92566,279666951317.2578,284093791186.5931,287817703286.1225,287802068160.37366,291810211099.2953,295539545106.6939,301758922337.63727,311032111297.5163,320538736986.01263,326500781502.59906,332088518944.1457,326176991232.29474,350255593092.9345,355650135426.45605,364524261929.1848,377924893185.30927
Djibouti,Djibouti,Africa,https://public.flourish.studio/country-flags/svg/dj.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107658965,2259262606,2424391785,2597091694,2738843335,2869605010,3028726927,3065135713,3200221046,3365561652,3613673263,3828825225
Dominica,Dominica,Americas,https://public.flourish.studio/country-flags/svg/dm.svg,,,,,,,,,,,,,,,,,,233294626.8,257873955.5,210530140,238705772.1,264556010.6,275476045.5,282518088.9,294374375.5,298557238.6,319675256.7,339838968.6,366402899.7,365702570.3,385516275.3,390712128.7,398641322,407257611.8,407398040.3,419745715.1,432775471.1,442234331.7,458925258.5,460550216.5,471328101.7,471027183.5,456484593.6,482983317.4,502775184.7,507377017.9,529705537.8,558086829.8,597829935.2,591040073,590415870.5,590668207.7,589738544.4,589765106.2,603537403.7,583177777.8,591617792.3,546983994,563196657.6,585432211.2,493481872,520030399.2,574096959.6,595064186.9,607279298.4
Dominican Republic,Dominican Republic,Americas,https://public.flourish.studio/country-flags/svg/do.svg,4496273447,4392263458,5141023192,5475338924,5845738217,5116082882,5804878762,5998038558,6012365502,6667199033,7882408258,8739341597,9647723102,10891870678,11545590180.59357,12145181930.25124,12962324665.60911,13608079675.46077,13899385751.84304,14529222408.94094,15687018150,16358401738.17802,16636283320.39458,17406201586.83928,17624283185.83844,17250201610.90795,17857752538.46049,19664486965.32837,20088446093.54556,20972445961.20448,19828543241.58422,20015752229.46141,22265015206.61187,23905211029,24525260342.73325,25923197384.36288,27468529262.45712,29913105390.30863,31919035075.50185,33820295671.47376,35393522990.41077,36267520113.18555,37894663734.24717,37383329266.81985,38349900170.15977,41966981958.55244,45815860539.79813,49214666985,50823044977.73757,51333030311.77703,55645592832.70471,57421779163.48854,59015618840.28759,61927882062.54288,66331713896.78792,70966782572,75735566406.04762,78714898895,84301701754.60179,88427452425.89441,81415993438.07343,92824351636.87675,97686450823.96655,99828029402.87064,104771210812.01695
Ecuador,Ecuador,Americas,https://public.flourish.studio/country-flags/svg/ec.svg,10979942382.05634,11542600183.17428,12110397647.34203,12365487217.99454,13281429196.11711,13716406958.12421,13669836240,14301529480.30088,14574608376,15255131525.62452,16303453382.48312,17329365500.41893,18198890797.82748,20737760204.22325,23062154054,25592569112.84083,27485699466.56573,27926801545.63764,29520535222.70096,30622846296.75792,31758550581.50906,33541114872,33747340858.00182,33633656605.94477,34516632001.89304,35874861958.72301,37117847903.41781,37021676038.73708,39202425756,39596715108.46065,41053840192.29841,42815601069.59253,43720855882.77839,44583563740.61552,46482043534.15768,47529074179,48352157793,50444773789.82704,52092567129.04871,49623699371.73988,50165491738.88349,52275588700.06656,54851779632.36149,56433979416.13213,60289773139.55142,63544590361.25423,66303144898.65722,67564514887.92284,72000071699.66006,72785601820.19104,75718234074.21696,82140258351.38766,86890603905.32867,93156490881,97093344927,97209558000,96540800718,102304671535.15608,103373033702.49815,103544017315.43484,93971273314,102825145845.29492,108859360917.98628,111023744250.54633,108801876280.21584
Egypt,"Egypt, Arab Rep.",Africa,https://public.flourish.studio/country-flags/svg/eg.svg,20297834751.36311,21345429171.52464,22172696194,24504840915.71859,27324754468.98331,28667504459.83897,30114182469.17632,30356681177.75172,29868912347,31445846805.47953,33206347267.87324,34553643778.92146,35609492777.15484,36858257210.56764,37432854799.08144,40779032775.35201,46194361685.80814,50353260517,54698126368.79408,57185627389,62910668709,67533693105.52164,74224371654.58136,78005663121.45598,85607909951,90565897013.69817,94862819134.72836,98498676314,103878004711.41084,108989704831.6148,115166183182.72304,116462268700.38647,121671461981.9418,125200896556.84596,130175343748.38562,136218680413.74272,143014263358.94907,150869114035.75287,159280817658.22836,168922784450.8999,179683172290.0258,186035425185.2021,190482051407.27625,196565009501.83368,204608590453.31583,2.13758E+11,228387426641.13336,244575133305.99005,262077623377.43155,274326082658.19623,288446290408.13885,293536132736.60675,300070833532.5108,306628779736.1827,3.1557E+11,3.29367E+11,343682967575.51154,358053111989.02246,377141312302.6694,398080548973.0524,412213064649.0872,425777537421.99646,453827104224.60486,470892276431.9158,482189779212.6323
El Salvador,El Salvador,Americas,https://public.flourish.studio/country-flags/svg/sv.svg,,,,,,8436981024,9041164856,9532719324,9841264124,10184273395.48927,10487489267.53185,10892123610.17318,11558452941.27337,12120387185.40158,12767131179.75886,13140382331.04833,13803874422.76968,14739785629.52338,15524349903.12378,14875390870.38376,12519595404.91022,11803350547.22519,11058739556.56254,11228936354.42829,11378871628.73859,11448773885.00488,11471061560.91587,11758775195.40321,11979625802.15757,12095116486.42362,12679661440.99824,12869106686.24166,13772770636.81456,14574113893.43246,15257940313.42877,15980263628.18042,16109937378.93528,16615462391.64366,17056150528.97462,17424910257.68374,17621447036.17157,17776447691.37073,18056056716.43589,18338704970.03436,18501810235,18997812331.29302,19821747186.67525,20187974224.93993,20622904543.81452,20188015254.52513,20622904543.81452,21401127375.90329,22019127753,22499794814.16897,22888906230.21336,23438240000,24033351541.72403,24573529736.86167,25166352435.57725,25779775126.59928,23744951345.51101,26571731219.35393,27356823619.69656,28325024473.79065,29062047321.26655
Equatorial Guinea,Equatorial Guinea,Africa,https://public.flourish.studio/country-flags/svg/gq.svg,,,,,,,,,,,,,,,,,,,,,132086051.1,139706650.8,142782538.5,149927929.6,151444273.2,170988427.5,167003445.9,174412950.1,179044071.2,176843300.8,173733398,171957427.7,231704586.2,257269046.8,300152801.1,352638311.6,587424889.6,1468403405,1817508713,2283954429,2699948864,4411173090,5269712387,6005113942,8286980786,9674942387,10420388726.59727,12012844402.64912,14151023688,14341122354,13061295371.13882,13913404306.22742,15070007775.40518,14447134439.88395,14507099626.49031,13185496881,12023008461.84851,11341603434.73238,10634279339,10051326714.93254,9569759527,9652085293,9963221065,9456161987,9541952851
Eritrea,Eritrea,Africa,https://public.flourish.studio/country-flags/svg/er.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154926146,1310318716,1588386838,1633788955,1785058837,1926233510,1960377600,1960641860,1899038769,2065307885,2127379251,2070886356,2100950150,2155038051,2134151054,2164601595,1952837971,2028539765,2073049789,2252986366,,,,,,,,,,,,,
Estonia,Estonia,Europe,https://public.flourish.studio/country-flags/svg/ee.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14658008362.87832,13485390619.78807,10630714641.16459,10020459081.60779,9855880594,10302024946.68893,10811255302.96775,12222126358.45241,12752545572.92222,12698344019,13979307068.90276,14801394595.55462,15827575405.14847,17029885802.18055,18188037434.55017,19920094036.35975,21864807422.09008,23520174236.28834,22314692031.20144,19050002927,19516680413.32897,21001309333.01294,21772481344.23009,22154913628.32436,22891074856.69384,23311847750.93944,24032887679.50372,25387062190.04678,26326306711,27307395871.06758,26519903136.83123,28417255488.30233,28434428182.57276,27574844401.63531,27502872345.33242
Eswatini,Eswatini,Africa,https://public.flourish.studio/country-flags/svg/sz.svg,,,,,,,,,,,401852565.3,457081710,481875167.1,525333916.2,555506400.9,632768698.2,619357559.4,625610549.4,633913206.8,653608541.8,734976610.1,842587777.4,852467691,862717378.1,915875910,950609731.7,1067197054,1223078154,1303432207,1471719695,1781045749,1812398860,1870870590,1928981970,1975290870,2070611521,2150165529,2216880978,2274609434,2341730319,2382948839,2408083352,2513559784,2611091276,2705714981,2868024775,3039881607,3174711772,3200797233,3250891273,3374222126,3450048645,3636235032,3776637841,3830866489,3909281650,4092073634,4151686675,4162339322,4415541767,4289130011,4436460293,4486130489,4640654280,4763200252
Ethiopia,Ethiopia,Africa,https://public.flourish.studio/country-flags/svg/et.svg,,5263329226,5491025655,5739145004,5973903904,6318713576,6777237222,7052500667,7344628492,7446620220,7705965803,8208893824,8555896867,8993092032,9287495138,9403229560,9417222536,9673906040,9938971678,9829567086,10461034808.89519,10919390083.46539,11019413209.70126,11926862517.73546,11587182914.65421,10295866350.44716,11290613046.45688,12855416412.18342,12920165915.28071,12873518408.22925,13224508680.37008,12280612057.84765,11215578415,12689623266,13094417753.48064,13896779695.89127,15623617690.37415,16113247315.52745,15556028804.39653,16359053695.24486,17352574603.75827,18793064976.11357,19077728362,18665390025.60389,21198769337.72791,23704202269.32404,26272487888.34875,29282307975.89894,32441436121.85634,35297110795,39727088220,44167899823.55392,47987456602.71207,53065618849.70628,58508820967.92885,64589328551,70682351658.23366,77442545825.23657,82721144197.59465,89640011618,95071775811.98268,100435279224.38776,105780203623.56856,112755610463.00668,121005590210.62128
Fiji,Fiji,Oceania,https://public.flourish.studio/country-flags/svg/fj.svg,864434173.7,894841354.5,927110248.1,986063074.4,1034156139,1006231163,1006231163,1140581420,1230872372,1262830872,1423244629,1521291762,1635164660,1825054181,1872526576,1882454922,1933961962,2048143304,2086308437,2341355883,2303813250,2449644410,2303192757,2211983491,2397635807,2287021482,2464263542,2301252015,2323246344,2496064100,2640835886,2569533218,2726274794,2784345331,2926346931,2999505562,3143481842,3074325261,3114291503,3388349116,3330747235,3397362184,3506077744,3541138498,3728818828,3754920575,3824479873,3791946770,3831109777,3778009151,3889636946,3994857188,4051237183,4243031643,4480790532,4682479894,4796997048,5053797788,5246466309,5215934671,4327208912,4115996279,4930664173,5301661711,5504662279
Finland,Finland,Europe,https://public.flourish.studio/country-flags/svg/fi.svg,49407156991.35343,53164408473.70869,54749742178.98622,56548325759.85663,59510715322.77129,62666483933.45921,64153448687.10015,65544827211.58567,67054514651,73487247214.70825,78977062520,80838489674.83273,87091738771.81786,93174076319.58244,96189686453.00723,97925812133.71075,98263052166.53366,98498402621.93665,101374267934.07756,108594068216.17268,114446254119.0542,115921906116.03912,119500085463.27924,123209187439.56969,127184572427.96376,131686975464.00597,135315082418.6498,140133697119.6067,147464248896.83282,154961227425.94785,156033016628.07065,146857345004.68707,141994349627.47833,1.40887E+11,146472344493.80045,152674521262.38458,158266465561.96884,168391880311.8382,177576428488.63507,185370756398.68927,196036503503.62305,201212380923.48508,204607490634.56595,208723783982.57257,217083963685.3748,2.23113E+11,232081249320.4589,2.44411E+11,246328504349.4868,226434937568.6533,233609048324.5528,2.39193E+11,235550695854.0709,233242909052.2344,232127848351.00864,233210733506.24988,239208760000.40143,247110710501.52747,250058685918.64328,253433824168.59976,247120696232.0897,253734502126.39304,255670602724.75928,253249645355.2916,252859096867.84567
France,France,Europe,https://public.flourish.studio/country-flags/svg/fr.svg,508897750935.0672,533344343072.2224,569994161066.5161,605326016606.7517,644223451498.1403,675197188363.7542,7.10376E+11,745158757031.9954,778321728132.8982,833684910476.9216,885376114119.6108,932571962137.9856,974886243665.2228,1039326074353.5232,1088078748925.3048,1075844942665.5852,1123030884957.668,1163152896909.3298,1208457476980.204,1253113736480.6008,1274121102725.1565,1289261671631.732,1320752051528.6924,1337420703409.512,1358946108004.7908,1380268983033.807,1413251000995.915,1449327712381.8413,1519101594974.653,1586020591645.4993,1630899060963.071,1651067777785.1694,1676098974378.8704,1670081815758.7913,1709890902349.406,1749300344479.704,1773739467493.0608,1818562957062.0527,1881350558837.7644,1945303460549.7456,2025858476151.369,2064338989612.9624,2086380974762.6008,2106573536968.0789,2166995343501.8943,2207920477337.344,2267844862926.1533,2325232266328.627,2334072135222.3555,2268145064848.793,2.31352E+12,2369909039106.4297,2374265767668.0903,2392826743357.492,2416703156974.405,2442483452642.4985,2463489569347.313,2514819204088.144,2556210832760.024,2.60804E+12,2413981867676.3555,2580120255051.747,2646451030889.7817,2671234714486.564,2702385011317.501
